Порядковый индекс,ID_маршрута,Номер_маршрута,ID_остановки,Координаты
2893,1142,58,16761,"60.051167640324962,30.3431091"
2894,1142,58,16763,"60.050086712498405,30.3484802"
2895,1142,58,16763,"60.050086712498405,30.3484802"
2896,1142,58,16765,"60.048623823212161,30.3556347"
2897,1142,58,16765,"60.048623823212161,30.3556347"
2898,1142,58,16767,"60.047181330446172,30.3626747"
2899,1142,58,16767,"60.047181330446172,30.3626747"
2900,1142,58,16768,"60.046168478715821,30.3676395"
2901,1142,58,16768,"60.046168478715821,30.3676395"
2902,1142,58,16769,"60.044991894767648,30.3732605"
2903,1142,58,16769,"60.044991894767648,30.3732605"
2904,1142,58,16218,"60.048961418800928,30.3776665"
2905,1142,58,16218,"60.048961418800928,30.3776665"
2906,1142,58,21235,"60.051532488100321,30.3793907"
2907,1142,58,21235,"60.051532488100321,30.3793907"
2908,1142,58,25629,"60.052129193061042,30.3779984"
2909,1142,58,25629,"60.052129193061042,30.3779984"
2910,1142,58,16118,"60.048818196851563,30.3773556"
2911,1142,58,16118,"60.048818196851563,30.3773556"
2912,1142,58,16124,"60.045394325299412,30.3743095"
2913,1142,58,16124,"60.045394325299412,30.3743095"
2914,1142,58,16674,"60.046703895791161,30.3652592"
2915,1142,58,16674,"60.046703895791161,30.3652592"
2916,1142,58,16679,"60.047795164858329,30.3599186"
2917,1142,58,16679,"60.047795164858329,30.3599186"
2918,1142,58,16681,"60.049247860835756,30.3527431"
2919,1142,58,16681,"60.049247860835756,30.3527431"
2920,1142,58,16687,"60.050608426562199,30.3459988"
2921,1142,58,16687,"60.050608426562199,30.3459988"
2922,1142,58,16692,"60.051662059237145,30.3408585"
2923,1142,58,16692,"60.051662059237145,30.3408585"
2924,1142,58,16708,"60.052729296885715,30.3356705"
2925,1142,58,16708,"60.052729296885715,30.3356705"
2926,1142,58,16311,"60.04734161053247,30.3307457"
2927,1142,58,16311,"60.04734161053247,30.3307457"
2928,1142,58,16314,"60.044217713765043,30.3284302"
2929,1142,58,16314,"60.044217713765043,30.3284302"
2930,1142,58,16049,"60.036478316699451,30.322691"
2931,1142,58,16049,"60.036478316699451,30.322691"
2932,1142,58,16715,"60.036962721766869,30.3197975"
2933,1142,58,16715,"60.036962721766869,30.3197975"
2934,1142,58,16718,"60.043211592388687,30.3161201"
2935,1142,58,16718,"60.043211592388687,30.3161201"
2936,1142,58,16722,"60.047310918661275,30.3137493"
2937,1142,58,16722,"60.047310918661275,30.3137493"
2938,1142,58,16726,"60.050250388386388,30.3120308"
2939,1142,58,16726,"60.050250388386388,30.3120308"
2940,1142,58,16728,"60.054011300325776,30.3098297"
2941,1142,58,16728,"60.054011300325776,30.3098297"
2942,1142,58,16731,"60.058283149177335,30.3070183"
2943,1142,58,16731,"60.058283149177335,30.3070183"
2944,1142,58,16735,"60.062349926416147,30.3040581"
2945,1142,58,16735,"60.062349926416147,30.3040581"
2946,1142,58,16737,"60.064882460657834,30.3021717"
2947,1142,58,16737,"60.064882460657834,30.3021717"
2948,1142,58,16739,"60.066825188275132,30.3090096"
2949,1142,58,16739,"60.066825188275132,30.3090096"
2950,1142,58,16741,"60.064712040496964,30.3172913"
2951,1141,59,31701,"59.972406103804289,30.4655609"
2952,1141,59,31699,"59.966991639039236,30.462862"
2953,1141,59,31699,"59.966991639039236,30.462862"
2954,1141,59,31698,"59.963278937690191,30.4650612"
2955,1141,59,31698,"59.963278937690191,30.4650612"
2956,1141,59,15964,"59.958136535173253,30.47859"
2957,1141,59,15964,"59.958136535173253,30.47859"
2958,1141,59,16005,"59.954487817477101,30.4823627"
2959,1141,59,16005,"59.954487817477101,30.4823627"
2960,1141,59,16013,"59.950096513030061,30.4869156"
2961,1141,59,16013,"59.950096513030061,30.4869156"
2962,1141,59,15995,"59.945020479919648,30.4891682"
2963,1141,59,15995,"59.945020479919648,30.4891682"
2964,1141,59,15998,"59.944945222908039,30.485157"
2965,1141,59,15998,"59.944945222908039,30.485157"
2966,1141,59,16003,"59.944856282583132,30.4800682"
2967,1141,59,16003,"59.944856282583132,30.4800682"
2968,1141,59,16007,"59.941965592133393,30.4672604"
2969,1141,59,16007,"59.941965592133393,30.4672604"
2970,1141,59,16008,"59.932149047675075,30.4402409"
2971,1141,59,16008,"59.932149047675075,30.4402409"
2972,1141,59,39161,"59.931909499993907,30.4400673"
2973,1141,59,39161,"59.931909499993907,30.4400673"
2974,1141,59,15953,"59.941753484211333,30.4667587"
2975,1141,59,15953,"59.941753484211333,30.4667587"
2976,1141,59,15955,"59.944469731476048,30.4772091"
2977,1141,59,15955,"59.944469731476048,30.4772091"
2978,1141,59,15956,"59.944863124155063,30.4842777"
2979,1141,59,15956,"59.944863124155063,30.4842777"
2980,1141,59,15960,"59.944965747564503,30.4896259"
2981,1141,59,15960,"59.944965747564503,30.4896259"
2982,1141,59,15957,"59.951098629844694,30.4860306"
2983,1141,59,15957,"59.951098629844694,30.4860306"
2984,1141,59,15961,"59.9546622264345,30.4823055"
2985,1141,59,15961,"59.9546622264345,30.4823055"
2986,1141,59,16151,"59.958355377071733,30.4785213"
2987,1141,59,16151,"59.958355377071733,30.4785213"
2988,1141,59,31697,"59.963542190810244,30.4649734"
2989,1141,59,31697,"59.963542190810244,30.4649734"
2990,1141,59,31700,"59.967265118079474,30.4630203"
2991,1141,59,31700,"59.967265118079474,30.4630203"
2992,1141,59,31701,"59.972406103804289,30.4655609"
2993,1105,6,15973,"59.956536209862691,30.234993"
2994,1105,6,15987,"59.954761399746005,30.2354107"
2995,1105,6,15987,"59.954761399746005,30.2354107"
2996,1105,6,15999,"59.951143091663504,30.2333069"
2997,1105,6,15999,"59.951143091663504,30.2333069"
2998,1105,6,16006,"59.948687341885467,30.2318211"
2999,1105,6,16006,"59.948687341885467,30.2318211"
3000,1105,6,16009,"59.943043216262318,30.2310734"
3001,1105,6,16009,"59.943043216262318,30.2310734"
3002,1105,6,16011,"59.938318515416313,30.2332039"
3003,1105,6,16011,"59.938318515416313,30.2332039"
3004,1105,6,16015,"59.937747126529302,30.2373295"
3005,1105,6,16015,"59.937747126529302,30.2373295"
3006,1105,6,16019,"59.934061944947416,30.2389698"
3007,1105,6,16019,"59.934061944947416,30.2389698"
3008,1105,6,16022,"59.931957409668541,30.2400513"
3009,1105,6,16022,"59.931957409668541,30.2400513"
3010,1105,6,16024,"59.934342539562444,30.2489796"
3011,1105,6,16024,"59.934342539562444,30.2489796"
3012,1105,6,16027,"59.937032021177465,30.2578106"
3013,1105,6,16027,"59.937032021177465,30.2578106"
3014,1105,6,16030,"59.938493009461354,30.2627449"
3015,1105,6,16030,"59.938493009461354,30.2627449"
3016,1105,6,16037,"59.940802402975578,30.2707024"
3017,1105,6,16037,"59.940802402975578,30.2707024"
3018,1105,6,16041,"59.942920060991653,30.2780895"
3019,1105,6,16041,"59.942920060991653,30.2780895"
3020,1105,6,16045,"59.945075212184449,30.2853222"
3021,1105,6,16045,"59.945075212184449,30.2853222"
3022,1105,6,27118,"59.946929214281269,30.2844715"
3023,1105,6,27118,"59.946929214281269,30.2844715"
3024,1105,6,16050,"59.95132093834242,30.2937984"
3025,1105,6,16050,"59.95132093834242,30.2937984"
3026,1105,6,24313,"59.949402195899538,30.3061295"
3027,1105,6,24313,"59.949402195899538,30.3061295"
3028,1105,6,16059,"59.951649268165596,30.3059254"
3029,1105,6,16059,"59.951649268165596,30.3059254"
3030,1105,6,16065,"59.954781918325125,30.3077927"
3031,1105,6,16065,"59.954781918325125,30.3077927"
3032,1105,6,16072,"59.956378908758779,30.3110447"
3033,1105,6,16072,"59.956378908758779,30.3110447"
3034,1105,6,16077,"59.956573825233434,30.3188992"
3035,1105,6,16077,"59.956573825233434,30.3188992"
3036,1105,6,16083,"59.954522015384242,30.3267307"
3037,1105,6,16083,"59.954522015384242,30.3267307"
3038,1105,6,16088,"59.957490259255302,30.3329601"
3039,1105,6,16088,"59.957490259255302,30.3329601"
3040,1105,6,16093,"59.958088663315301,30.3425045"
3041,1105,6,16093,"59.958088663315301,30.3425045"
3042,1105,6,16106,"59.959111054389901,30.347084"
3043,1105,6,16106,"59.959111054389901,30.347084"
3044,1105,6,16110,"59.95814337400445,30.3524494"
3045,1105,6,16110,"59.95814337400445,30.3524494"
3046,1105,6,16289,"59.956778999231304,30.3554611"
3047,1105,6,16289,"59.956778999231304,30.3554611"
3048,1105,6,38121,"59.958051049664093,30.3535004"
3049,1105,6,38121,"59.958051049664093,30.3535004"
3050,1105,6,16135,"59.959247826723185,30.3467941"
3051,1105,6,16135,"59.959247826723185,30.3467941"
3052,1105,6,16140,"59.958133115757121,30.3406029"
3053,1105,6,16140,"59.958133115757121,30.3406029"
3054,1105,6,16144,"59.957821947412029,30.3338242"
3055,1105,6,16144,"59.957821947412029,30.3338242"
3056,1105,6,16150,"59.954751140451684,30.3268795"
3057,1105,6,16150,"59.954751140451684,30.3268795"
3058,1105,6,16153,"59.956563566500193,30.3195992"
3059,1105,6,16153,"59.956563566500193,30.3195992"
3060,1105,6,16158,"59.956604601414085,30.3117275"
3061,1105,6,16158,"59.956604601414085,30.3117275"
3062,1105,6,16162,"59.95506233763323,30.308012"
3063,1105,6,16162,"59.95506233763323,30.308012"
3064,1105,6,24314,"59.949802370602541,30.3066387"
3065,1105,6,24314,"59.949802370602541,30.3066387"
3066,1105,6,16177,"59.951649268165596,30.2930775"
3067,1105,6,16177,"59.951649268165596,30.2930775"
3068,1105,6,16182,"59.945930392086019,30.2854347"
3069,1105,6,16182,"59.945930392086019,30.2854347"
3070,1105,6,16186,"59.943323734893376,30.2789192"
3071,1105,6,16186,"59.943323734893376,30.2789192"
3072,1105,6,16191,"59.941151364007453,30.2715416"
3073,1105,6,16191,"59.941151364007453,30.2715416"
3074,1105,6,16194,"59.938917265662361,30.2638817"
3075,1105,6,16194,"59.938917265662361,30.2638817"
3076,1105,6,16200,"59.937521305452478,30.2589264"
3077,1105,6,16200,"59.937521305452478,30.2589264"
3078,1105,6,16206,"59.934763427034085,30.2498188"
3079,1105,6,16206,"59.934763427034085,30.2498188"
3080,1105,6,16209,"59.93190265574902,30.2408638"
3081,1105,6,16209,"59.93190265574902,30.2408638"
3082,1105,6,16214,"59.933124331088656,30.2396412"
3083,1105,6,16214,"59.933124331088656,30.2396412"
3084,1105,6,16219,"59.937497354642019,30.2379417"
3085,1105,6,16219,"59.937497354642019,30.2379417"
3086,1105,6,16224,"59.937610265454197,30.2347622"
3087,1105,6,16224,"59.937610265454197,30.2347622"
3088,1105,6,16228,"59.942430856371196,30.2315311"
3089,1105,6,16228,"59.942430856371196,30.2315311"
3090,1105,6,16230,"59.948967812762177,30.232193"
3091,1105,6,16230,"59.948967812762177,30.232193"
3092,1105,6,16234,"59.950712151522417,30.2332039"
3093,1105,6,16234,"59.950712151522417,30.2332039"
3094,1105,6,16239,"59.955007621856993,30.2356949"
3095,1105,6,16239,"59.955007621856993,30.2356949"
3096,1105,6,15973,"59.956536209862691,30.234993"
3097,1140,60,16463,"59.854239223631744,30.119833"
3098,1140,60,16423,"59.849004430508508,30.1243114"
3099,1140,60,16423,"59.849004430508508,30.1243114"
3100,1140,60,29993,"59.847292481351772,30.1355324"
3101,1140,60,29993,"59.847292481351772,30.1355324"
3102,1140,60,16428,"59.847093491569034,30.1461124"
3103,1140,60,16428,"59.847093491569034,30.1461124"
3104,1140,60,16437,"59.846822451847721,30.1569118"
3105,1140,60,16437,"59.846822451847721,30.1569118"
3106,1140,60,16442,"59.846541117144305,30.1712341"
3107,1140,60,16442,"59.846541117144305,30.1712341"
3108,1140,60,16446,"59.846397017960655,30.1786385"
3109,1140,60,16446,"59.846397017960655,30.1786385"
3110,1140,60,16453,"59.846191160901846,30.1874428"
3111,1140,60,16453,"59.846191160901846,30.1874428"
3112,1140,60,35626,"59.847066044609086,30.1972904"
3113,1140,60,35626,"59.847066044609086,30.1972904"
3114,1140,60,16709,"59.850064491150185,30.1975002"
3115,1140,60,16709,"59.850064491150185,30.1975002"
3116,1140,60,16712,"59.851951246944495,30.1990948"
3117,1140,60,16712,"59.851951246944495,30.1990948"
3118,1140,60,16717,"59.85570385775123,30.2024097"
3119,1140,60,16717,"59.85570385775123,30.2024097"
3120,1140,60,16721,"59.859620665482971,30.2058659"
3121,1140,60,16721,"59.859620665482971,30.2058659"
3122,1140,60,16724,"59.859949903265978,30.2130756"
3123,1140,60,16724,"59.859949903265978,30.2130756"
3124,1140,60,16727,"59.859802432578554,30.2213001"
3125,1140,60,16727,"59.859802432578554,30.2213001"
3126,1140,60,16667,"59.859672109101361,30.228508"
3127,1140,60,16667,"59.859672109101361,30.228508"
3128,1140,60,16669,"59.859586369693197,30.2344818"
3129,1140,60,16669,"59.859586369693197,30.2344818"
3130,1140,60,16673,"59.859576080949353,30.2397175"
3131,1140,60,16673,"59.859576080949353,30.2397175"
3132,1140,60,16677,"59.859576080949353,30.2459946"
3133,1140,60,16677,"59.859576080949353,30.2459946"
3134,1140,60,33034,"59.859569221785037,30.2511806"
3135,1140,60,33034,"59.859569221785037,30.2511806"
3136,1140,60,35628,"59.868508941987187,30.2571507"
3137,1140,60,35628,"59.868508941987187,30.2571507"
3138,1140,60,16515,"59.87128604132041,30.2561874"
3139,1140,60,16515,"59.87128604132041,30.2561874"
3140,1140,60,16523,"59.875896885351146,30.254385"
3141,1140,60,16523,"59.875896885351146,30.254385"
3142,1140,60,16650,"59.87659274159104,30.2480812"
3143,1140,60,16650,"59.87659274159104,30.2480812"
3144,1140,60,16646,"59.875516386370812,30.2438965"
3145,1140,60,16646,"59.875516386370812,30.2438965"
3146,1140,60,16766,"59.876579030278705,30.2475948"
3147,1140,60,16766,"59.876579030278705,30.2475948"
3148,1140,60,16656,"59.87624310136006,30.2531681"
3149,1140,60,16656,"59.87624310136006,30.2531681"
3150,1140,60,16624,"59.871639162022333,30.2559452"
3151,1140,60,16624,"59.871639162022333,30.2559452"
3152,1140,60,16630,"59.868711232362649,30.2568035"
3153,1140,60,16630,"59.868711232362649,30.2568035"
3154,1140,60,33033,"59.859637813364607,30.2510929"
3155,1140,60,33033,"59.859637813364607,30.2510929"
3156,1140,60,16658,"59.85961380632785,30.2462597"
3157,1140,60,16658,"59.85961380632785,30.2462597"
3158,1140,60,16660,"59.859641242939865,30.2399635"
3159,1140,60,16660,"59.859641242939865,30.2399635"
3160,1140,60,16662,"59.859682397815476,30.2338696"
3161,1140,60,16662,"59.859682397815476,30.2338696"
3162,1140,60,16664,"59.859723552640183,30.2290211"
3163,1140,60,16664,"59.859723552640183,30.2290211"
3164,1140,60,16671,"59.85985730546885,30.2216644"
3165,1140,60,16671,"59.85985730546885,30.2216644"
3166,1140,60,16678,"59.859987628220544,30.2145309"
3167,1140,60,16678,"59.859987628220544,30.2145309"
3168,1140,60,16680,"59.860100802827567,30.2069836"
3169,1140,60,16680,"59.860100802827567,30.2069836"
3170,1140,60,16685,"59.856458445013054,30.202879"
3171,1140,60,16685,"59.856458445013054,30.202879"
3172,1140,60,16691,"59.852747082765752,30.1995487"
3173,1140,60,16691,"59.852747082765752,30.1995487"
3174,1140,60,16697,"59.849923837797554,30.1973667"
3175,1140,60,16697,"59.849923837797554,30.1973667"
3176,1140,60,16703,"59.847271896257006,30.196991"
3177,1140,60,16703,"59.847271896257006,30.196991"
3178,1140,60,16682,"59.846352415705958,30.1881123"
3179,1140,60,16682,"59.846352415705958,30.1881123"
3180,1140,60,16688,"59.846541117144305,30.1792793"
3181,1140,60,16688,"59.846541117144305,30.1792793"
3182,1140,60,16695,"59.846620028337647,30.172224"
3183,1140,60,16695,"59.846620028337647,30.172224"
3184,1140,60,16701,"59.846911655037644,30.1572247"
3185,1140,60,16701,"59.846911655037644,30.1572247"
3186,1140,60,16716,"59.847168970592186,30.1454906"
3187,1140,60,16716,"59.847168970592186,30.1454906"
3188,1140,60,29992,"59.847357667401234,30.1363182"
3189,1140,60,29992,"59.847357667401234,30.1363182"
3190,1140,60,16720,"59.848822604417045,30.1255093"
3191,1140,60,16720,"59.848822604417045,30.1255093"
3192,1140,60,16463,"59.854239223631744,30.119833"
3193,1143,61,16612,"60.046373097731404,30.4064903"
3194,1143,61,16615,"60.04448373395384,30.4026108"
3195,1143,61,16615,"60.04448373395384,30.4026108"
3196,1143,61,16618,"60.040264674084163,30.3991375"
3197,1143,61,16618,"60.040264674084163,30.3991375"
3198,1143,61,40162,"60.040182811488535,30.3972931"
3199,1143,61,40162,"60.040182811488535,30.3972931"
3200,1143,61,16684,"60.04154716159109,30.3906097"
3201,1143,61,16684,"60.04154716159109,30.3906097"
3202,1143,61,16686,"60.042652243856701,30.3851967"
3203,1143,61,16686,"60.042652243856701,30.3851967"
3204,1143,61,16690,"60.043542422122279,30.3810616"
3205,1143,61,16690,"60.043542422122279,30.3810616"
3206,1143,61,16696,"60.044606511779691,30.3755665"
3207,1143,61,16696,"60.044606511779691,30.3755665"
3208,1143,61,16129,"60.040721736513895,30.3700924"
3209,1143,61,16129,"60.040721736513895,30.3700924"
3210,1143,61,16133,"60.036471494042139,30.3663654"
3211,1143,61,16133,"60.036471494042139,30.3663654"
3212,1143,61,16136,"60.029764140312658,30.3650875"
3213,1143,61,16136,"60.029764140312658,30.3650875"
3214,1143,61,16137,"60.025451063400297,30.365942"
3215,1143,61,16137,"60.025451063400297,30.365942"
3216,1143,61,17005,"60.01744444582242,30.3674545"
3217,1143,61,17005,"60.01744444582242,30.3674545"
3218,1143,61,16470,"60.011931516589286,30.3687286"
3219,1143,61,16470,"60.011931516589286,30.3687286"
3220,1143,61,16476,"60.008753057287279,30.3694801"
3221,1143,61,16476,"60.008753057287279,30.3694801"
3222,1143,61,16485,"60.000677509067636,30.3656006"
3223,1143,61,16485,"60.000677509067636,30.3656006"
3224,1143,61,16496,"59.996903691180883,30.3639412"
3225,1143,61,16496,"59.996903691180883,30.3639412"
3226,1143,61,16500,"59.994283964461928,30.359972"
3227,1143,61,16500,"59.994283964461928,30.359972"
3228,1143,61,16508,"59.991213121107421,30.3523407"
3229,1143,61,16508,"59.991213121107421,30.3523407"
3230,1143,61,16947,"59.988473374048212,30.3405304"
3231,1143,61,16947,"59.988473374048212,30.3405304"
3232,1143,61,16161,"59.985354158974573,30.3418274"
3233,1143,61,16161,"59.985354158974573,30.3418274"
3234,1143,61,16184,"59.981892955275015,30.3432903"
3235,1143,61,16184,"59.981892955275015,30.3432903"
3236,1143,61,16168,"59.976760277302354,30.3443146"
3237,1143,61,16168,"59.976760277302354,30.3443146"
3238,1143,61,16173,"59.970895338404112,30.34832"
3239,1143,61,16173,"59.970895338404112,30.34832"
3240,1143,61,20662,"59.969220427430315,30.3425045"
3241,1143,61,20662,"59.969220427430315,30.3425045"
3242,1143,61,34820,"59.971384122987033,30.3473473"
3243,1143,61,34820,"59.971384122987033,30.3473473"
3244,1143,61,16179,"59.976319417653876,30.344841"
3245,1143,61,16179,"59.976319417653876,30.344841"
3246,1143,61,16164,"59.981489751052763,30.3436832"
3247,1143,61,16164,"59.981489751052763,30.3436832"
3248,1143,61,16187,"59.985811981126915,30.3418427"
3249,1143,61,16187,"59.985811981126915,30.3418427"
3250,1143,61,16948,"59.988760340733613,30.3406219"
3251,1143,61,16948,"59.988760340733613,30.3406219"
3252,1143,61,16520,"59.991028656482165,30.3517723"
3253,1143,61,16520,"59.991028656482165,30.3517723"
3254,1143,61,16702,"59.991831411703636,30.3543797"
3255,1143,61,16702,"59.991831411703636,30.3543797"
3256,1143,61,16524,"59.993662303942486,30.3587971"
3257,1143,61,16524,"59.993662303942486,30.3587971"
3258,1143,61,16528,"59.997142769339632,30.3643513"
3259,1143,61,16528,"59.997142769339632,30.3643513"
3260,1143,61,16567,"60.000407720991618,30.3656254"
3261,1143,61,16567,"60.000407720991618,30.3656254"
3262,1143,61,16571,"60.008490163514828,30.3696995"
3263,1143,61,16571,"60.008490163514828,30.3696995"
3264,1143,61,16550,"60.013153656988742,30.3686161"
3265,1143,61,16550,"60.013153656988742,30.3686161"
3266,1143,61,15984,"60.018045180083696,30.3674488"
3267,1143,61,15984,"60.018045180083696,30.3674488"
3268,1143,61,15986,"60.02537940151359,30.3661537"
3269,1143,61,15986,"60.02537940151359,30.3661537"
3270,1143,61,15990,"60.029637895268692,30.3653145"
3271,1143,61,15990,"60.029637895268692,30.3653145"
3272,1143,61,15991,"60.035782398394254,30.3659592"
3273,1143,61,15991,"60.035782398394254,30.3659592"
3274,1143,61,16212,"60.040595533340834,30.3701839"
3275,1143,61,16212,"60.040595533340834,30.3701839"
3276,1143,61,16216,"60.044575817366024,30.3737698"
3277,1143,61,16216,"60.044575817366024,30.3737698"
3278,1143,61,16705,"60.043525369124254,30.3804626"
3279,1143,61,16705,"60.043525369124254,30.3804626"
3280,1143,61,16707,"60.042055367596078,30.3877468"
3281,1143,61,16707,"60.042055367596078,30.3877468"
3282,1143,61,16710,"60.040950265356685,30.3931541"
3283,1143,61,16710,"60.040950265356685,30.3931541"
3284,1143,61,40561,"60.040336303688903,30.3994007"
3285,1143,61,40561,"60.040336303688903,30.3994007"
3286,1143,61,16704,"60.044122218815531,30.4024658"
3287,1143,61,16704,"60.044122218815531,30.4024658"
3288,1143,61,16612,"60.046373097731404,30.4064903"
3289,1127,62,16986,"59.82746313711344,30.4218884"
3290,1127,62,16587,"59.829399231849266,30.4220428"
3291,1127,62,16587,"59.829399231849266,30.4220428"
3292,1127,62,16592,"59.832759668097495,30.4191875"
3293,1127,62,16592,"59.832759668097495,30.4191875"
3294,1127,62,16987,"59.838151447120623,30.413662"
3295,1127,62,16987,"59.838151447120623,30.413662"
3296,1127,62,16570,"59.837272897220245,30.4082584"
3297,1127,62,16570,"59.837272897220245,30.4082584"
3298,1127,62,16573,"59.835292643102299,30.4005604"
3299,1127,62,16573,"59.835292643102299,30.4005604"
3300,1127,62,16578,"59.833350026374347,30.3930817"
3301,1127,62,16578,"59.833350026374347,30.3930817"
3302,1127,62,16462,"59.831022855741836,30.3838997"
3303,1127,62,16462,"59.831022855741836,30.3838997"
3304,1127,62,16267,"59.831218509091379,30.3781509"
3305,1127,62,16267,"59.831218509091379,30.3781509"
3306,1127,62,16273,"59.83110523623963,30.384861"
3307,1127,62,16273,"59.83110523623963,30.384861"
3308,1127,62,16281,"59.832910690978423,30.3919106"
3309,1127,62,16281,"59.832910690978423,30.3919106"
3310,1127,62,16580,"59.834952864961359,30.3997593"
3311,1127,62,16580,"59.834952864961359,30.3997593"
3312,1127,62,16582,"59.83696402651352,30.40765"
3313,1127,62,16582,"59.83696402651352,30.40765"
3314,1127,62,16586,"59.838182333218747,30.4123611"
3315,1127,62,16586,"59.838182333218747,30.4123611"
3316,1127,62,16601,"59.83336032322817,30.4182949"
3317,1127,62,16601,"59.83336032322817,30.4182949"
3318,1127,62,16606,"59.830501107857188,30.4212093"
3319,1127,62,16606,"59.830501107857188,30.4212093"
3320,1127,62,16986,"59.82746313711344,30.4218884"
3321,6687,63,16141,"59.954402322554905,30.4611206"
3322,6687,63,16145,"59.956129277213329,30.4679813"
3323,6687,63,16145,"59.956129277213329,30.4679813"
3324,6687,63,15964,"59.958136535173253,30.47859"
3325,6687,63,15964,"59.958136535173253,30.47859"
3326,6687,63,16005,"59.954487817477101,30.4823627"
3327,6687,63,16005,"59.954487817477101,30.4823627"
3328,6687,63,16013,"59.950096513030061,30.4869156"
3329,6687,63,16013,"59.950096513030061,30.4869156"
3330,6687,63,15995,"59.945020479919648,30.4891682"
3331,6687,63,15995,"59.945020479919648,30.4891682"
3332,6687,63,15998,"59.944945222908039,30.485157"
3333,6687,63,15998,"59.944945222908039,30.485157"
3334,6687,63,16003,"59.944856282583132,30.4800682"
3335,6687,63,16003,"59.944856282583132,30.4800682"
3336,6687,63,16007,"59.941965592133393,30.4672604"
3337,6687,63,16007,"59.941965592133393,30.4672604"
3338,6687,63,16008,"59.932149047675075,30.4402409"
3339,6687,63,16008,"59.932149047675075,30.4402409"
3340,6687,63,31111,"59.932443346743696,30.4407463"
3341,6687,63,31111,"59.932443346743696,30.4407463"
3342,6687,63,15953,"59.941753484211333,30.4667587"
3343,6687,63,15953,"59.941753484211333,30.4667587"
3344,6687,63,15955,"59.944469731476048,30.4772091"
3345,6687,63,15955,"59.944469731476048,30.4772091"
3346,6687,63,15956,"59.944863124155063,30.4842777"
3347,6687,63,15956,"59.944863124155063,30.4842777"
3348,6687,63,15960,"59.944965747564503,30.4896259"
3349,6687,63,15960,"59.944965747564503,30.4896259"
3350,6687,63,15957,"59.951098629844694,30.4860306"
3351,6687,63,15957,"59.951098629844694,30.4860306"
3352,6687,63,15961,"59.9546622264345,30.4823055"
3353,6687,63,15961,"59.9546622264345,30.4823055"
3354,6687,63,16151,"59.958355377071733,30.4785213"
3355,6687,63,16151,"59.958355377071733,30.4785213"
3356,6687,63,16180,"59.95563684782946,30.4657612"
3357,6687,63,16180,"59.95563684782946,30.4657612"
3358,6687,63,16141,"59.954402322554905,30.4611206"
3359,1130,64,16990,"59.980163926275608,30.5104218"
3360,1130,64,16968,"59.980693579140592,30.5088539"
3361,1130,64,16968,"59.980693579140592,30.5088539"
3362,1130,64,16374,"59.9771601216748,30.5058994"
3363,1130,64,16374,"59.9771601216748,30.5058994"
3364,1130,64,16377,"59.969340066737495,30.5034809"
3365,1130,64,16377,"59.969340066737495,30.5034809"
3366,1130,64,16379,"59.963795185344004,30.4957123"
3367,1130,64,16379,"59.963795185344004,30.4957123"
3368,1130,64,16165,"59.961685698843063,30.4876766"
3369,1130,64,16165,"59.961685698843063,30.4876766"
3370,1130,64,16155,"59.959986387567263,30.4819736"
3371,1130,64,16155,"59.959986387567263,30.4819736"
3372,1130,64,15964,"59.958136535173253,30.47859"
3373,1130,64,15964,"59.958136535173253,30.47859"
3374,1130,64,16005,"59.954487817477101,30.4823627"
3375,1130,64,16005,"59.954487817477101,30.4823627"
3376,1130,64,16013,"59.950096513030061,30.4869156"
3377,1130,64,16013,"59.950096513030061,30.4869156"
3378,1130,64,15995,"59.945020479919648,30.4891682"
3379,1130,64,15995,"59.945020479919648,30.4891682"
3380,1130,64,15998,"59.944945222908039,30.485157"
3381,1130,64,15998,"59.944945222908039,30.485157"
3382,1130,64,16003,"59.944856282583132,30.4800682"
3383,1130,64,16003,"59.944856282583132,30.4800682"
3384,1130,64,16007,"59.941965592133393,30.4672604"
3385,1130,64,16007,"59.941965592133393,30.4672604"
3386,1130,64,16008,"59.932149047675075,30.4402409"
3387,1130,64,16008,"59.932149047675075,30.4402409"
3388,1130,64,39161,"59.931909499993907,30.4400673"
3389,1130,64,39161,"59.931909499993907,30.4400673"
3390,1130,64,15953,"59.941753484211333,30.4667587"
3391,1130,64,15953,"59.941753484211333,30.4667587"
3392,1130,64,15955,"59.944469731476048,30.4772091"
3393,1130,64,15955,"59.944469731476048,30.4772091"
3394,1130,64,15956,"59.944863124155063,30.4842777"
3395,1130,64,15956,"59.944863124155063,30.4842777"
3396,1130,64,15960,"59.944965747564503,30.4896259"
3397,1130,64,15960,"59.944965747564503,30.4896259"
3398,1130,64,15957,"59.951098629844694,30.4860306"
3399,1130,64,15957,"59.951098629844694,30.4860306"
3400,1130,64,15961,"59.9546622264345,30.4823055"
3401,1130,64,15961,"59.9546622264345,30.4823055"
3402,1130,64,16151,"59.958355377071733,30.4785213"
3403,1130,64,16151,"59.958355377071733,30.4785213"
3404,1130,64,16172,"59.960318050737968,30.4833355"
3405,1130,64,16172,"59.960318050737968,30.4833355"
3406,1130,64,16159,"59.961730146459274,30.4881306"
3407,1130,64,16159,"59.961730146459274,30.4881306"
3408,1130,64,16383,"59.963849886610774,30.4961605"
3409,1130,64,16383,"59.963849886610774,30.4961605"
3410,1130,64,16387,"59.968741865880034,30.5033245"
